word,freq,joinable,trim_first_letter
ތަކެއްވެއެވެ,2,1,
ގެމީހުންނާމެދު,2,1,
ވެރިންނާއެކު,2,,
ބާގައި,2,,
ކޮށްލާށެވެ,2,,
ކުރުމަކީ,2,,
ގައިކަން,2,,
އިއްވަވައި,2,,
ވެވޮޑިގަތެވެ,2,,
ޖައްސަވަތެވެ,2,,
ލިބިގަންނަކަން,2,,
ތަނަވަސްކޮށްދެއްވައި,2,,
މާގަދައެވެ,2,,
ވީމެވެ,2,,
ޖައްސަވަނީ,2,,
ކުރައްވައިފޫއެވެ,2,,
މެނުވީއެވެ,2,,
ކުރައްވަމުންނެވެ,2,,
ތެރިކުރެއްވީ,2,,
ކުރެއްވުމެވެ,2,,
ސޫފީގައި,2,,
ދެއްކުމަކަށް,2,,
އާއަކަށް,2,1,1
ބަހެވެ,2,,
އެއުރެންނަށްހުށްޓެވެ,2,,
ވެވުމަށްފަހު,2,,
ދެއްކެވިއެވެ,2,,
ކަމެކޭ,2,,
ތައްކުރާ,2,,
ދެއްވުމަކަށް,2,,
ގެފާނަށްފަހު,2,1,
މާބޮޑެވެ,2,,
ތެރިކުރައްވާފައިވާ,2,,
ކުރެއްވީހެއްޔެވެ,2,,
ފަދަ,2,,
ވިސްނުމަށް,2,,
ންކަމަށް,2,,
ނަމާދާއި,2,,
ނަމާދު,2,,
ފަސްނަމާދުގެ,2,,
ދެނިވި,2,,
ތެދުގޮތް,2,,
ބަޔާންކުރެއްވީމެވެ,2,,
ކުރީ,2,,
އައީ,2,,
ކިޔަވައިދެއްވާހިނދު,2,,
ހަލާކުކޮށްލައްވަނީތޯއެވެ,2,,
ކޮށްދެއްވާނެތެވެ,2,,
ކުރުމަށެވެ,2,,
ޖައްސަވައިދެއްވާށެވެ,2,,
ކުއްޖާއަށް,2,,
ގެފާނާއެކުގައި,2,1,
ވެރިވީ,2,,
ތެރިންކަމުގައި,2,,
ކުރެއްވުމަކުން,2,,
ދެންނެވުމަށްޓަކައެވެ,2,,
ކުރައްވާހުށީވެސް,2,,
ދިނުމުގެ,2,,
ކުރެއްވީކަން,2,,
ބާވައިލައްވައި,2,,
އޭގައި,2,,
ނުވަނީ,2,,
ތެދުމަގާއިގެން,2,,
ރައްކާތެރިކުރެއްވި,2,,
ވެހުރެ,2,,
އެއްކަން,2,1,1
ފެށި,2,,
ކަތިލުމާއި,2,,
ތެރިކުރެއްވީމެވެ,2,,
ތަކެއްޗެވެ,2,,
ކުރައްވައިފައެވެ,2,,
ތަކުންނާމެދު,2,1,
ވެރިކަމެއް,2,,
އެމީހުންނަށް,2,,
ކޮށްދެނިވި,2,,
އާހަމައަށް,2,1,1
ލިބިގަންނަހުށިކަމެވެ,2,,
ވާމީހުންނަށް,2,,
ންތަކެކެވެ,2,,
ގެރަހަ,2,1,
ބާވައިނުލެއްވީ,2,,
ވެރިންނީ,2,,
ކަރައިގެ,2,,
ގެގާތަށް,2,1,
ގެދަރިޔެއް,2,1,
ވަންތަވެވޮޑިގެންވެއެވެ,2,,
އެއްގެގޮތުން,2,1,1
ލެއްވުމަށްޓަކައި,2,,
ވެރިކަންމަތީ,2,,
އެދުން,2,,
ކުރާހިނދު,2,,
ތެރިކުރެއްވި,2,,
ލެއްވިނަމަ,2,,
ވެރިވުމުގެގޮތުން,2,,
ތަނަވަސް,2,,
ކުރައްވާހުށްޓެވެ,2,,
ހަލާކުކުރެއްވީމެވެ,2,,
ހަނދުމަ,2,,
ޖެއްސެވީމެވެ,2,,
ދެއްވީމުހެވެ,2,,
ފިރިހެނުންނަށާއި,2,,
ކަންހިންގަވާގޮތަށް,2,,
ތެރިކަމުން,2,,
ގެތެރެޔަށް,2,1,
ވަންތަކަމަކީ,2,,
އާއިގެންނެވެ,2,1,1
އަކަށްމެނުވީ,2,,
ދެއްވާފައިނުވާނަމަ,2,,
ކުރާތީ,2,,
ވެވަޑައިގަތެވެ,2,,
ކުރައްވައިފީހެވެ,2,,
ކަމާއެކު,2,,
ހަނދުމަކުރުމަށް,2,,
ބަހުން,2,,
އެއްގެގޮތުގައެވެ,2,1,1
ކުރާހުށީ,2,,
ލިބޭހުށީ,2,,
ނުވާމީހުންގެ,2,,
ދަންނަވާ,2,,
ވެގެންހުރެ,2,,
ލިބިގަންނާށެވެ,2,,
ކަމާއެކުގައި,2,,
ދެއްވުމުގެ,2,,
އެއްކޮށްފިމީހާ,2,1,1
ކުރިމީހުން,2,,
ވެރިކަމުންނެވެ,2,,
ވެރިގޮތުގައި,2,,
ކުރިމީހުންނެވެ,2,,
ކުރައްވާކަންތައް,2,,
ކޮށްފިއެވެ,2,,
ކުރެވިދާފަދަ,2,,
ވަންތަވެރިކަމާއި,2,,
ނުކިޔާށެވެ,2,,
ވިދާޅުވެ,2,,
މިހެން,2,,
ބާގައިމީހުންގައިވެސް,2,,
ފަރުބަދައާއި,2,,
ތެރިވަންތަ,2,1,
ވާކަމުގައެއް,2,,
ކަންތަކުން,2,,
ވެރިނުވާށެވެ,2,,
ވެރިވީމީހުންގެ,2,,
ނަބިއްޔާގެ,2,,
ހުށްޓޭ,2,,
ކޮށްފީމުއެވެ,2,,
އާހުރެ,2,1,1
އާކަން,2,1,1
ހިންގައި,2,,
ވާހަކަ,2,,
ހަނދުމަކުރާހުށިކަމެވެ,2,,
އިރާދަކުރެއްވުމުން,2,,
ވަކިކުރާ,2,,
ންނާއިއެވެ,2,,
ވެދާނެކަން,2,,
ނުވުމަކުން,2,,
ކުޅަކަމެއް,2,,
ވެރިންގެގާތަށް,2,,
ބާގައިމީހުންނާމެދު,2,,
ވެރިންގެމެދުގައި,1,1,
ވެރިންނަށްހުރި,1,,
ކުރަންއުޅޭ,1,,
ވާނެހެއްޔޭ,1,,
ންނަށްޓަކައެވެ,1,,
ލަދުވެތިވެވޮޑިގެނެއް,1,,
ކަށަވަރުކޮށް,1,,
އުވައިލާ,1,,
ވެގަންނަނީ,1,,
ދެއްވިހިނދު,1,,
ދެނެވޮޑިގެންވަމޭ,1,,
ވެރިވީއެވެ,1,,
ފުޅުތަކެއް,1,,
ވެވަޑައިގަތުމުން,1,,
ފުއްދަވާހުށީމެވެ,1,,
އޮޅުވައިނުލާށެވެ,1,,
ވަންހަނާ,1,,
ތަކުގެމަތިން,1,1,
ގެދަރިންނެވެ,1,1,
ނުކުރައްވާނޭ,1,,
ދެކެފުމަށްދާނދެން,1,,
އެރަށުގެ,1,,
ގެމީހުންނަށްޓަކައި,1,1,
ހާމަކުރައްވައި,1,,
އަލުން,1,,
ދައްކައިފާނެތެވެ,1,,
އުންމީދުތަކެއްނޫނީ,1,,
ކުރެވިގެންވާ,1,,
ފުއްދުމަށް,1,,
ލެއްވީއެވެ,1,,
އެދޭކަމުގައި,1,,
ފޮތްކަމުގައި,1,,
ދިގުވާނެނަމައޭ,1,,
ދިގުވުން,1,,
ގެނެސްދެއްވީ,1,,
ތެރިވެވޮޑިގެންވާ,1,,
ންނޫން,1,,
އެއްލައިލަނީ,1,,
އުނގަންނައި,1,,
ކަންހުރި,1,,
ނުވާށޭ,1,,
ވެރިވިނަމަ,1,,
ކުރައްވައިފި,1,,
ކުޅަދުންވަންތަވެވޮޑިގެންވާކަން,1,,
ބަޔާންވެ,1,,
ކުރެވޭނެނަމައޭ,1,,
ގެންނާށެވެ,1,,
ނުކުރައްވަނީ,1,,
އިންވެސް,1,1,
ވެވަޑައިގެންފުމަށް,1,,
ފުޅުތަކަކާއި,1,,
ލިބިގަތުމުގެ,1,,
ގެފުޅު,1,,
ކުރައްވައިފާނދޭވެ,1,,
އިހާނެތި,1,,
ހޮއްވަވައި,1,,
ވިނަމަ,1,,
މިލްކުވެވޮޑިގެންވަނީ,1,,
ވޮޑިގެނެއް,1,,
ގެފުޅާ,1,,
ވަންހަނާކުރާކަން,1,,
އަންގައިދެއްވީ,1,,
ކުރަނިކޮށް,1,,
ވެރިވެވޮޑިގެންވާ,1,,
ދޭނެތެވެ,1,,
ލައްވާހުށީމެވެ,1,,
ވެވުނުމީހުން,1,,
ދެކޭހިނދެވެ,1,,
އެއުރެންނަކަށް,1,,
ގަތް,1,,
ދުވަހަށާއި,1,,
ދީއުޅޭ,1,,
ވެރިންނަކީވެސް,1,,
ހިފުން,1,,
ތެރިވެއްޖެ,1,,
ހިފުމުގައި,1,,
އިވުމަށްފަހު,1,,
ބަދަލުކުޅަ,1,,
ބަދަލުކުރުމުގެ,1,,
މަހުގެ,1,,
ދިނުމެވެ,1,,
މަހަކީ,1,,
ވަކިކޮށްދެނިވި,1,,
ތެރިވަމުން,1,,
ލޯބިވެވޮޑިގެނެއްނުވެއެވެ,1,,
ފުރިހަމައަށް,1,,
ކަނޑައިފުމުން,1,,
ބަނދެފި,1,,
ކޮށްގެންފި,1,,
ބަނދެފިމީހާ,1,,
ވަންތަވެރިކަމެއް,1,,
ނިމޭތާނގައިވާ,1,,
ހެކިކޮށް,1,,
އުފެއްދުމަށްޓަކައި,1,,
ވެރިކަމަކަށް,1,,
ވެރިވާށޭ,1,,
ދޫކޮށްލާ,1,,
ފުޅާއި,1,,
ގެދަރިންނާ,1,1,
ބަދަލުކުރާ,1,,
ހުރިހާ,1,,
ވެރިތަކުން,1,,
ކުރަންވީ,1,,
ކުރުމީ,1,,
އަޅުއަންހެނަކުވެސް,1,,
އުފެދުމުގެ,1,,
މަސަލަސްކަން,1,,
ވަންދެން,1,,
އުފައްދަވާފައިވާ,1,,
ހަމައިން,1,,
ނުކުރެވިދާނެކަމަށް,1,,
ނުކުރެވޭނެކަމަށް,1,,
ހަމަވާން,1,,
ހަމަވެއްޖެނަމަ,1,,
ދެއްވާފައިވާގޮތަކީ,1,,
ހަމަވެއްޖައުމަށްދާނދެން,1,,
ދަތިކުރައްވަނީ,1,,
ގެފާނަށްފަހުން,1,1,
ފޮނުއްވައިފިއެވެ,1,,
އައުމެވެ,1,,
ކަމަކާއި,1,,
ނުކުމެވަޑައިގަތްހިނދު,1,,
ޔާއެކު,1,,
ބަލިކޮށްފޫއެވެ,1,,
ދީގެން,1,,
ނުކުރައްވަމުތޯއެވެ,1,,
ފަދައިންނެވެ,1,,
ވެދާނޭ,1,,
ދެއްވައެވެ,1,,
ނުދަންނަ,1,,
ކާމީހުން,1,,
ކަހަލަކަމެއް,1,,
އުނިކުރައްވައި,1,,
ނެތިކުރައްވައެވެ,1,,
ވެވިގެންވާ,1,,
ނުކޮށްފިނަމަ,1,,
ލިޔަން,1,,
ވެރިކަމާއެކު,1,,
ވެރިޔާ,1,,
ނުވުން,1,,
ކަމެކެވެ,1,,
ރައްދުކުރާ,1,,
ބައްލަވާނެއެވެ,1,,
ނުދެއްވާނދޭވެ,1,,
ތަކެއްވެސްވެއެވެ,1,1,
ތަކެއްވެސް,1,1,
އުފެއްދުމުގެ,1,,
މާނަ,1,,
ތަކެއްވެސްވަނީ,1,1,
ބަޔެކެވެ,1,,
ގަޔެވެ,1,,
ވެރިންވެސް,1,,
ވެއެއް,1,,
ކަމެއްނެތް,1,,
ދެއްވަމުއެވެ,1,,
ކުރައްވާފައިވާތީ,1,,
ލުމުގެ,1,,
އެއްކަމަށް,1,1,1
ތެދުކުރާ,1,,
ބޭކަލުންގެ,1,,
ލެއްވުމަށްއެދި,1,,
ކުރާނީއެވެ,1,,
ނުކުޅައުމެވެ,1,,
ބާވައިލައްވާފައި,1,,
އޮޅުވާލައި,1,,
ވޭތޯއެވެ,1,,
އަނބުރައި,1,,
ކުރުމެއްވެސް,1,,
ކަށަވަރުވެގެންވާ,1,,
އެންގެވިއެވެ,1,,
ދެއްވީމާ,1,,
ދޭހުށިކަމެވެ,1,,
ހިފައިފީމުހެއްޔެވެ,1,,
ތަކެތި,1,,
ކޮށްގެންދިއުމީ,1,,
ވެވޮޑިގެނެއް,1,,
ކަމަށްފަހު,1,,
ލައްވައިފާނެތެވެ,1,,
ދެއްވައިފާނެތެވެ,1,,
ނުކާށެވެ,1,,
ނުކެއުމަށް,1,,
ވެރިންނަށްއޮތް,1,,
ލޯބިވެވޮޑިގެނެއްނުވެތެވެ,1,,
ގެފާނުން,1,1,
ފުޅާލައިގެންމެނުވީ,1,,
ކުޅަކަމަށްޓަކައެވެ,1,,
އެދޭމީހުންވެސްވެއެވެ,1,,
ނޫންގޮތްތައް,1,,
ދެއްވުންފަދަ,1,,
ނުބައި,1,,
ކަނޑައަޅުއްވައިފިނަމަ,1,,
ތެރިވުމަކީ,1,,
ވީމީހާ,1,,
ދަރުމަވަންތަވެ,1,,
ބައްދަލުވި,1,,
ވަންތަކަމަށާއި,1,,
ވަންތަވެރިކަމާއިގެން,1,,
އައްސަވާވޮޑިގެންފިކަން,1,,
ކުޅަކަން,1,,
ދުވަހުންނެވެ,1,,
ލިބިގެންފިކަން,1,,
އެއްލައިލިއެވެ,1,,
ގޮތެއްގައެއް,1,,
އިޖާބަ,1,,
ހެއްދެވިއެވެ,1,,
ފުދިއްޖެނަމަ,1,,
އަންހެން,1,,
ކުދިންގެ,1,,
ކުރުމަށްފަހުގައެވެ,1,,
ކަންތައް,1,,
ލެއްވުމެއްނެތެވެ,1,,
ގިނަވެގެންވާ,1,,
ހިފާފައެވެ,1,,
ވެގެންތިބޭ,1,,
މާތްކުރައްވައި,1,,
އެންގެވި,1,,
ވެލިން,1,,
ލެއްވިފަދައިން,1,,
ލެއްވުމުގެ,1,,
ކުރުމަށްވެސް,1,,
އެކަމަކާމެދު,1,,
އިއްވަވާކަމެއްގެ,1,,
އޮތްގޮތެއް,1,,
ލިބިގަންނާން,1,,
ތެރިވުމާއި,1,,
ދެކޭނެކަން,1,,
އެބަޔެއްގެ,1,,
ތިމަންނާޔަށްވަނީ,1,,
ދެއްވާފައެވެ,1,,
ވަންތަކަމެއް,1,,
ލިބޭނެއެވެ,1,,
ލިޔުއްވަތެވެ,1,,
ލިބުން,1,,
ނެތިކުރެއްވުން,1,,
ދެއްވުމުގައިވެސް,1,,
ރައްދުކުރާށެވެ,1,,
ންނާމެދުގައި,1,,
މަގުފުރައްދަވާފައިވާ,1,,
ކޮށްފުމަށް,1,,
ކުރިއްޔާ,1,,
ލިބިގަތުމެއްގެ,1,,
އެމީހާއަށް,1,,
ކޮށްފިމީހަކަށް,1,,
ނުކުރެވޭފަދަ,1,,
މާތްކުރައްވާފައިވެއެވެ,1,,
ވެވޮޑިގެންފައިވެއެވެ,1,,
މާތްކުރެއްވިއެވެ,1,,
ކޮށްއުޅޭނެ,1,,
އާއަށްޓަކައި,1,1,1
ފުރިހަމަކޮށްފުމަށް,1,,
ވާނެނަމައޭ,1,,
ދީފާނެތެވެ,1,,
ތައްޔާރުކުރެއްވިއެވެ,1,,
ކަނޑައެޅިގެންއޮތް,1,,
އަކަށްވާނީ,1,,
ތަކަށްމެނުވީ,1,1,
އެއްކުރުމަށް,1,,
ރުހިވޮޑިގަތުން,1,,
ބަދަލުކުރުމަށްވެސް,1,,
އުންމީދު,1,,
ވުމާމެދު,1,,
ވެރިވުމަކަށް,1,,
ވުމެއްވެސްނެތި,1,,
އެދޭކަމުގައިވާ,1,,
ވުންމަތީ,1,,
ނުލައްވާނެތެވެ,1,,
ހަނދުމައެއް,1,,
ނުދެއްވާނެކަން,1,,
ދައްކަވާށެވެ,1,,
އުވައިލުމުގެ,1,,
ސިއްކަގައްސަވާފައިވެއެވެ,1,,
ދޮގެއް,1,,
ކޮށްފީމުއޭ,1,,
ހިފިކަމުގެ,1,,
އިއްވެވިފަދައިން,1,,
ގެފާނަށްވެސް,1,1,
ބޭކަލުންތަކެއް,1,,
ފާފައެއް,1,,
ފުޅެކެވެ,1,,
ވަންތައެވެ,1,,
އަކުވާ,1,,
ވާރުތަކުރާނެއެވެ,1,,
އޮތްގޮތް,1,,
ނުކަނޑާށެވެ,1,,
ތެރިކޮށްހިތައި,1,,
ކޮށްގެންދާ,1,,
ކަނޑައިފި,1,,
މެދުވެރިކޮށްގެން,1,,
ހުރިގޮތާއި,1,,
ކަންތައްތަކެކެވެ,1,,
ވެގަންނާށެވެ,1,,
ވެލީން,1,,
ތެރިވުމުގެގޮތުން,1,,
ހިއްޕެވިއެވެ,1,,
އަންގަވާނެއެވެ,1,,
ކުޅައެވެ,1,,
ދިރުވައިފި,1,,
ދިނުމަށްޓަކައި,1,,
އެމީހާގެ,1,,
އިރާދަކުރައްވާފައިނުވާ,1,,
ކުރައްވާނަމަ,1,,
އޮވެ,1,,
ވަނިކޮށް,1,,
ގޮތާ,1,,
ވުންއޮތީ,1,,
ފުޅެއްވެސް,1,,
ގެންނަވާނެތެވެ,1,,
ގައިތިބެ,1,,
ކުރަމުހެއްޔެވެ,1,,
އެބަޔަކަށް,1,,
މުދާކެއުން,1,,
ކުރިނަމަ,1,,
ލިބުނީހެވެ,1,,
އިއްވެވިކަމަކަށް,1,,
މީސްތަކުންގެ,1,,
ވިދާޅުވިއެވެ,1,,
ލިބޭނެކަން,1,,
ނުވަނީހެއްޔެވެ,1,,
ނޫންގޮތުގައި,1,,
ކޮށްގެންކުރާ,1,,
ހަނދުމަކުރުމާއި,1,,
ކުޅަނަމައެވެ,1,,
ވީނަމައެވެ,1,,
ބަދަލުހިއްޕަވާނެތެވެ,1,,
ބަނދެގެން,1,,
ގެފުޅާއި,1,,
ފުޅަށްޓަކައި,1,,
ލައްވާފައިވަނީ,1,,
ކޮށްލިޔަސް,1,,
ބާވައިލައްވާހިނދު,1,,
ބަޔާންކުރެއްވި,1,,
ލައްވައިފައެއް,1,,
ބާވާލައްވާފައިވާ,1,,
ކުރާހިނދުގައި,1,,
ވާނީއެވެ,1,,
ހަނދުމަކުރައްވާށެވެ,1,,
ސޫރައިގައި,1,,
ހެއްދެވީއެވެ,1,,
ވަންތަވެވޮޑިގަތުމަކީ,1,,
ލިބުމަކަށް,1,,
ދުރުކުރައްވާފައިވާ,1,,
ތަކާމެދުގައެވެ,1,1,
ދެއްވާނެކަމަށް,1,,
ކުޅަދުންވަންތައެވެ,1,,
ކެނޑިފައިތިބި,1,,
ކުއްލިއަކަށް,1,,
އެއުރެންގައި,1,,
އެނގޭކަމަކަށް,1,,
އިއްވަވާގޮތަށް,1,,
ކަމުގައިނުވޭ,1,,
ފޮނުއްވުން,1,,
ހަމަވުމަށްޓަކައެވެ,1,,
ކުރެއްވުންއޮތީ,1,,
ބެއްލެވުމުގައި,1,,
ތެދުބަސްފުޅުކަމަށް,1,,
ދޮގުކުޅައޫއެވެ,1,,
އެއްކުޅަ,1,1,1
އަހަރެމެންނަށް,1,,
ކުރައްވާދުވަސް,1,,
ނުކުރެއްވިނަމަ,1,,
ވާހަކަތަކުގެ,1,,
ނުކުރައްވަނީސް,1,,
ކުރައްވައިފިއޭ,1,,
ތެރިވާނެކަމަށް,1,,
އަށްވާ,1,,
ންތަކެއްކަމުގައި,1,,
ވާނެކަމަށް,1,,
ކުރާނޭގޮތެއް,1,,
ބަސްތަކުން,1,,
ނޫންފަރާތެއް,1,,
ގޮތާއިގެން,1,,
އައިސްޖެހޭހުށްޓެވެ,1,,
ކުރާނަމެވެ,1,,
ސޫފީން,1,,
ހީއާއެއްގޮތަށް,1,,
ންނަށްވީ,1,,
ސޫފިތަކާއި,1,,
ސޫފިތަކުގެ,1,,
ކުރެއްވިއިރު,1,,
އެއްޗެއްކަމުގައި,1,,
ކޮށެއްވެސް,1,,
ކުރެއްވިކަމަށް,1,,
ކަންތައްތަކާ,1,,
އައުމަށް,1,,
ވުންހުރީ,1,,
ންނާވެސް,1,,
ނުލައްވައިފިނަމަ,1,,
ވެރިވުމަށެވެ,1,,
ކުރެއްވިކަން,1,,
ކަންތައްތަކެވެ,1,,
ދެގުނައަށް,1,,
މަތީގައި,1,,
ކުރެއްވުމަށްފަހު,1,,
ތެރިވަމެވެ,1,,
ލައްވާތޯ,1,,
ތެރިޔަކީމެވެ,1,,
އަށްފަހުގައި,1,,
ވެގެންތިބިމީހުން,1,,
އަތުވެދާނެކަމާމެދު,1,,
ވެގެންނެއް,1,,
ވެރިންނަށްފަހު,1,,
ދެއްވައިފާނެކަމާއި,1,,
ވާކަށް,1,,
ތެދުފިޔަވައި,1,,
ނުދެނީސް,1,,
ތެރިޔާ,1,,
އައިސްޖެހުނުހިނދު,1,,
ވާހުށީމެވެ,1,,
ފިއްލެވިހިނދު,1,,
އުވާލާ,1,,
ބާވައިލެއްވުމަށް,1,,
ވެވޮޑިގަތްހިނދު,1,,
އާބެހޭ,1,1,1
ނުލެއްވިނަމަ,1,,
ކުރުމާ,1,,
އެއްކަމުގައިނޫނީ,1,1,1
ކުރިމަތި,1,,
ލިޔުއްވާހުށީމެވެ,1,,
ތެރިވަމުންދިޔަ,1,,
ދެއްވަންވެފައިވާ,1,,
އިއްވަނީ,1,,
ހުށަހެޅުމުގެ,1,,
ކޮށްއުޅުނުކަން,1,,
އަޑު,1,,
ގޮތުގެމަތިން,1,,
ވެރިވެއުޅޭ,1,,
ކުރާއިރު,1,,
އެނގިވަޑައިގަންނަވާ,1,,
އެތަކެއްޗަކީ,1,,
ނުކުރެއްވީ,1,,
ކިޔަވާހިނދު,1,,
މުދަލާމެދު,1,,
ހަނދުމަކުރާހިނދު,1,,
ލިބޭނެ,1,,
މުލުން,1,,
ގަދަކުރައްވައި,1,,
ނެތިކުރެއްވުމަށްޓަކައެވެ,1,,
ކުރެއްވީއެވެ,1,,
ވެގެންދިޔައީ,1,,
ގެބަސް,1,1,
ވަކިކުރުމަށް,1,,
ދެނެވޮޑިގެންފިނަމަ,1,,
މަދު,1,,
ވަކިކުރާނެ,1,,
ނުދެއްވުމަށް,1,,
އަށްޓަކާ,1,,
ވަކިވުމުގެ,1,,
ކުރެވިގެންވަނީ,1,,
ގެވާދީގެ,1,1,
ތިޔަބައިމީހުންނަށްވުރެ,1,,
ވީގޮތާ,1,,
ބައްދަލުކުރުއްވީ,1,,
ނިޔާކުރައްވާފައިވާ,1,,
އުވާލައެވެ,1,,
އިގެ,1,,
ޔާ,1,,
ގިނަވެއްޖައުމަށް,1,,
ގިނަވެ,1,,
ދެނެވޮޑިގެންވާނަމަ,1,,
ދިންމީހުން,1,,
ނުކޮށްތިބި,1,,
އެއްކޮށް,1,1,1
އުވާލާފައިވާ,1,,
ނުކުޅައްދައެއް,1,,
ފުރިހަމަކުރާށެވެ,1,,
ދީފިނަމަ,1,,
ކުރެއްވުމަކާނުލައި,1,,
ކުރުމަށްވުރެން,1,,
ވެދާނޭކަމަށް,1,,
ދީފުމަށް,1,,
ފާޅުކުރެއްވުމަށްޓަކައެވެ,1,,
ކަނޑައި,1,,
ހަމަކުޅައުމަށްޓަކައެވެ,1,,
ކަނޑަތެވެ,1,,
ނުދިނަސް,1,,
މަންފާއެއް,1,,
ހިނގާ,1,,
ނުރުއްސަވައިފިއެވެ,1,,
ކުރަމުހޭ,1,,
ވިކަމާއި,1,,
ބެއްސެވުމާމެދު,1,,
ނެރުއްވައި,1,,
ދެއްވަމެވެ,1,,
ހަނދުމަނެތި,1,,
ވެރިވެގަންނަ,1,,
ލިބުމަށްޓަކައި,1,,
ދައްކައި,1,,
ރުހިވޮޑިގެން,1,,
ވީމީހުން,1,,
ދެކެވޮޑިގެންވާނެތެވެ,1,,
ތަކުންވެސް,1,1,
ކަމަށާއި,1,,
މިސްކިތުގައި,1,,
ވެރިވުމާއި,1,,
ކަންމަތީގައި,1,,
ވެދެއެވެ,1,,
ވެރިންކަން,1,,
ތެރިޔެއްކަން,1,,
އުނގެނި,1,,
ކުރައްވާތީ,1,,
އިއްވެވިކަން,1,,
އަކަށްވީހެއްޔެވެ,1,,
ވެވޮޑިގެންވިއެވެ,1,,
ދެނެގަތުމަށްޓަކައެވެ,1,,
ދަންނަވަމެވެ,1,,
އަވަސްކޮށްދެއްވުމަށް,1,,
އަވަސްކޮށްދެއްވާނަމަ,1,,
ޖެހި,1,,
ދެނެވޮޑިގެންނުވާ,1,,
ދެނީހެއްޔެވެ,1,,
އަވަސްވެވޮޑިގަތުން,1,,
އުފައްދައި,1,,
ކަމުގައެވެ,1,,
އެއްގެގޮތް,1,1,1
ގޮތަށްފަހުގައި,1,,
ނުވާނެކަމަށް,1,,
ނޫންފަރާތަކުން,1,,
ދޮގުކުރޫއެވެ,1,,
ހެކިވެވޮޑިގަންނަވާނެތެވެ,1,,
އަކުވެއެވެ,1,,
އިރާދަކުރެއްވިކަމެއް,1,,
އައިސްޖެހުނީމާ,1,,
ތެދުތޯ,1,,
ދެއްވީހެއްޔެވެ,1,,
ންނަކާ,1,,
ވެރިވެގަތޫއެވެ,1,,
ވެގެންވާނަމަ,1,,
އިޖާބަކުރައްވައިފީމެވެ,1,,
ދެކޮޅުވެރިކަމާއި,1,,
އަތުވެއްޖެއުމަށް,1,,
ދުރުކުރެއްވީމެވެ,1,,
ކުރައްވަނީތޯއެވެ,1,,
ތިބާއަށް,1,,
އަތުވެއްޖެކަން,1,,
ހަމަވެއްޖައުމަށް,1,,
އިތުރުކުރި,1,,
ފަސްކުރައްވައިފިނަމަ,1,,
އަޔަނުދީ,1,,
ދުރުނުކުރައްވާ,1,,
ނިގުޅައިގަންނަވައިފިނަމަ,1,,
ވެރިވެފައެވެ,1,,
ގޮތެވެ,1,,
ގިނަގުނަކުރައްވާ,1,,
ކުރެވިދާނެ,1,,
ނުދެއްވާނެކަމަކަށްވެސް,1,,
އަމިއްލަފުޅަށް,1,,
ފުޅުންނެވެ,1,,
ތެރިވެވޮޑިގެންވަމެވެ,1,,
ނުލައްވާނަމަ,1,,
ކަމަކާއެކު,1,,
ގެމީހުންނަކަށްވެސް,1,1,
ހެކިކުރައްވަމެވެ,1,,
ވެގެންވުމެވެ,1,,
ބާގައިމީހުންނެވެ,1,,
ކައިއުޅޭން,1,,
މަރައިލީއެވެ,1,,
ންލެއްވި,1,,
ފުޅާމެދު,1,,
ދަންނަވަން,1,,
ކުރެއްވުންގިނަ,1,,
ކުރަނީތޯއެވެ,1,,
ލިބުމެއްނުވެތެވެ,1,,
ވަނީވެސް,1,,
ޖެހޭކަމަކަށް,1,,
ކުޅައީމުހެވެ,1,,
ތެރިޔަކީމުއެއް,1,,
އަށްވުރެވެސް,1,,
ތެރިވެގެންވަނީ,1,,
ހެޔޮލަފާ,1,,
ވެހުރި,1,,
ފުޅާއެކުގައި,1,,
ހަނދާންނެތި,1,,
ކުރާތީއެވެ,1,,
ވެގެންތިއްބައި,1,,
ކޮޅަކަށް,1,,
ފެނިވަޑައިނުގެންނެވިނަމަ,1,,
ދެއްކެވީ,1,,
ފެތުރިގެންދިޔުމުން,1,,
ގެދަރިއެއްވާ,1,1,
ހަމަކަށަވަރުން,1,,
ވެވަޑައިގަތީމެވެ,1,,
ބާވައެއްނުލައްވަތެވެ,1,,
ކުރެއްވުމެއްނެތެވެ,1,,
ފަހިކޮށް,1,,
ލައްވައިފިނަމަ,1,,
ތެރިޔަކީމުއެވެ,1,,
ލައްވަމެވެ,1,,
ވެރިވެއުޅުނު,1,,
ހެކިވެވޮޑިގެންވާނެތެވެ,1,,
ކުރެއްވިގޮތަށް,1,,
އެކަލޭގެފާނުގެ,1,,
ގެފާނަށްޓަކައި,1,1,
އިރާދަކުރެއްވުމާނުލައި,1,,
ވެރިޔެއްގެ,1,,
އަކުވެސްވަނީ,1,,
ކެނޑުނުހިނދު,1,,
ދެއްވައިފުމަށްދާނދެން,1,,
ތިމަންގެ,1,,
ބޮޑުވެއްޖެއުމަށްދާނދެން,1,,
ގެފާނުމަތިން,1,1,
ދަންނަވާކަން,1,,
އެއްވޭތޯ,1,1,1
ކަނޑައިނުލާށެވެ,1,,
ކަނޑައެއް,1,,
ގެފާނީމެވެ,1,1,
ފާފަފުއްސަވާށިއެވެ,1,,
ދޭމީހާ,1,,
ތެދެއް,1,,
